caseid,original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MaximumProbability,original_glcm_SumEntropy,original_glcm_SumSquares,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength
sub-strokecase0053,0.564160243526708,0.25230950900577626,5.880334287003838,23.306035155691323,21.213203435596427,21.93171219946131,15.132745950421556,22.15851980616034,677.75,13.148338469076835,0.607392491504762,614.3196253530182,0.9064103656997686,699.0,3.5254404565251374,7.376582105346949,21202.888416151236,-3.203426503814917e-16,2.448239052060554,2.1388993777969074,9.266309132971744,1.2444451069808955,5.3112730801154155,5.083287840036829,2.62784765940114,6.638461473570604,0.9704839271534851,5.507556055074444,0.4230912413275791,21202.888416151236,1.0,2.123551968228484,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,-3.2034265038149176e-16,0.0,200.46153846153845,1.0,0.0,1.0,18.90488661890094,18.90488661890094,18.90488661890094,1.0,2.69424278082292,36.74457242344366,0.17384870599397567,0.2867833168262353,4.0856316417368586,0.24168501640244985,0.24168501640244985,0.24168501640244985,2.0,1.0,0.0,1.0,151220.5,151220.5,151220.5,1.0,1.0,0.5,1.7454118511987878e-05,1.7454118511987878e-05,1.7454118511987878e-05,0.9999999999999993,0.002861230329041488,29070.25,4.05102849292795,51.40343347639485,0.07353853143976373,30.305320701349366,699.0,0.0,1.0,412.25894134477824,412.25894134477824,412.25894134477824,1.0,0.0034988056779930656,0.0034988056779930656,0.0034988056779930656,0.0,1000000.0,0.0,0.0,0.0
sub-strokecase0054,0.34602640356103553,0.32518910274754914,21.653517617357675,66.58746383075369,76.00657866263946,62.24146527838174,41.30375285612676,108.1988909370147,3221.3333333333335,23.041020631606234,0.5559505790884633,1897.3103765830667,0.5889829397505381,3253.0,3.7430898273016875,7.818850210548062,117223.7810441074,-3.203426503814917e-16,2.6785545863302955,3.915591069037719,16.332293536139478,1.405551628440102,5.757539886018487,5.589497999277633,1.0760754836984745,15.256218052441003,1.0608927504908574,6.002965274130653,0.4038357782283094,117223.7810441074,1.0,2.88632654332472,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,-3.2034265038149176e-16,0.0,617.3076923076923,1.0,0.0,1.0,47.67003812744971,47.67003812744971,47.67003812744971,1.0,3.4831644267120416,68.47407765654394,0.10676593547634826,0.1897656601007354,15.990906700655781,0.22222407462459565,0.22222407462459565,0.22222407462459565,6.0,1.0,0.0,1.0,1641398.5,1641398.5,1641398.5,1.0,1.6666666666666667,0.2777777777777778,0.012033606061557803,0.012033606061557803,0.012033606061557803,1.9182958340544882,0.0018444512757454657,1347453.8055555557,3.5101729891456177,558.9329849369813,0.17182077618720604,30.60952660312423,3253.0,0.0,1.0,517.521979711036,517.521979711036,517.521979711036,1.0,0.0028445309649408022,0.0028445309649408022,0.0028445309649408022,0.0,1000000.0,0.0,0.0,0.0
sub-strokecase0055,0.6760725723957053,0.286091785216402,17.964642063587384,62.79328170852159,67.20119046564577,51.31276644267,53.53503525729669,89.91106717195609,25692.125,42.452815493848384,0.5694630050192732,7394.099546563212,0.28779634018452005,25768.0,4.421941112349337,9.046692749976522,1374117.0127483578,-3.203426503814917e-16,2.9643525067812995,2.1889319057228542,11.005830791656537,1.5322435815929392,7.082283249298526,7.539759024417625,1.1722183557728212,9.833612435883715,1.2028597426802765,7.30249893633436,-0.5518576502939597,1374117.0127483578,1.0,3.1677546918699693,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,-3.2034265038149176e-16,0.0,2398.0,1.0,0.0,1.0,207.53186058639903,207.53186058639903,207.53186058639903,1.0,4.3812038629129875,153.13134367634402,0.05905778893904979,0.09306116113008381,66.26031321330811,0.11841061061802656,0.11841061061802656,0.11841061061802656,3.0,1.0,0.0,1.0,205173191.33333334,205173191.33333334,205173191.33333334,1.0,1.0,0.3333333333333333,2.0193462878822665e-05,2.0193462878822665e-05,2.0193462878822665e-05,1.5849625007211552,0.00011642347097174791,131396544.22222222,2.3161492694173464,11109.817215150575,0.43114782734983603,17.82316791650108,25768.0,0.0,1.0,622.0197143744178,622.0197143744178,622.0197143744178,1.0,0.0019449417684608283,0.0019449417684608283,0.0019449417684608283,0.0,1000000.0,0.0,0.0,0.0
sub-strokecase0056,0.08081283891285707,0.04183191929040208,8.206530012128894,196.17866335891026,19.6468827043885,12.36931687685298,79.25906888173743,131.988635874457,609.9583333333334,15.85375472016323,0.4920673619875247,706.8485051957932,1.1588471975339187,642.0,3.6626308952817634,6.634375598776783,17304.273427885084,-3.203426503814917e-16,1.453018927489242,6.644357927002495,11.29441929248101,1.007923993192883,5.002349514531731,4.682966074209119,2.566521292160854,8.727898000320156,0.6170363156559708,5.191694995680112,1.686945498895415,17304.273427885084,1.0,1.9301962626340656,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,-3.2034265038149176e-16,0.0,231.92307692307693,1.0,0.0,1.0,11.842436871025752,11.842436871025752,11.842436871025752,1.0,2.3556678901048005,54.5631356524773,0.22773481993737466,0.36125089863407617,2.794795950312119,0.3123916395767318,0.3123916395767318,0.3123916395767318,4.0,1.0,0.0,1.0,51039.5,51039.5,51039.5,1.0,1.0,0.25,0.00032158673005646684,0.00032158673005646684,0.00032158673005646684,1.9999999999999987,0.006230529595015576,25279.25,4.201288405562289,38.398753894081,0.05981114313719781,28.493900486214223,642.0,0.0,1.0,338.5171339563863,338.5171339563863,338.5171339563863,1.0,0.00442335675606708,0.00442335675606708,0.00442335675606708,0.0,1000000.0,0.0,0.0,0.0
sub-strokecase0057,0.46995541474957775,0.34851715785091525,37.20271811915883,106.74572910144353,81.88406438373708,119.33985084622823,117.61377470347595,119.37755232873558,58598.416666666664,50.16573339261496,0.24729814422341373,29502.162772892352,0.5034634799215397,58947.0,3.3952772888398455,6.151769554218753,1377965.9095203986,0.0005526931425668071,1.4496613798535032,3.457170045546353,10.041960602485684,0.8709218304907504,4.706748669334268,4.638892193846536,-0.35352452138461155,10.395485123870296,0.6014608346180075,4.834909874636648,0.13642695949587524,1377965.9095203986,0.9999321447353577,1.2228704595790663,3.9999554667860897,4.4066188040024396e-05,-3.203819919828513e-05,2.6025163760504407e-05,2.0011018735761493e-05,0.3076823020222353,2.0011018735761493e-05,0.0003290968872592448,2.0010379422895405e-05,0.9999899944906321,0.9999899944906321,0.9999959977962528,0.9999933296604214,-0.07692390114614238,0.002004765251136564,2.0011018735761493e-05,1.9999884907651524,0.9999569715293289,0.0003747994596862138,0.9999784852557844,0.00035478844095067406,1.1509045624066473e-05,9524.923895491294,0.9995809376070188,0.00020953119649071126,3.9993712657500193,75.88680609545759,303.5465067990572,18.971880919557677,0.2501571835624952,3.9199368526878313,871.1951978635759,0.08815350077506244,0.16164977404735154,31.855067198468557,0.17460969715407465,0.6978322664971028,0.04380405481831762,2.5,0.625,0.1875,3.25,867508844.25,3470035374.0,216877211.8125,0.4375,1.0,0.25,0.06389660501031699,0.06808642004126798,0.06284915125257926,1.9999999999999987,6.78575669669364e-05,650337043.6875,3.358424599758376,10912.197211053997,0.1851187882513783,23.6891340740366,58943.000135715134,3.392763232111953e-05,3.9998982136495496,543.3971703394575,2173.588274212428,135.84939437121483,0.2500254465876126,0.0023932838119712974,0.009547688660272589,0.0006046825998959746,0.25838848479511656,0.9675846202651412,3.506544313836954e-05,1.5917850805897878e-09,0.7231650209357837
sub-strokecase0058,0.8441056794007076,0.3551065290136881,13.796155892255415,38.850752563109374,38.28837943815329,33.24154027718932,30.675723300355934,39.66106403010388,3407.0,32.794140887512214,0.42349187247712267,2585.5551176672348,0.7588949567558658,3464.0,2.3875019245814064,5.6659993791217955,62180.62284298788,0.018385748704975634,1.684588963932549,4.054512705262463,9.965964494044584,1.0555652150517434,4.005739277488094,3.87568984891203,-0.3979345613447116,10.363899055389297,0.6923646173517066,4.236806134918263,0.4376953506381801,62180.62284298788,0.9965417971187642,1.9045790656701853,3.996592325949957,0.0020769136921592293,-0.0018672796906007067,0.0017673404267826496,0.0016637172004788166,0.024808353362696562,0.0016637172004788166,0.017536505432659354,0.0016605402262616464,0.9991681413997605,0.9991681413997605,0.9996672565599043,0.9994454275998403,-0.016875387328033682,0.006842962664103827,0.0016637172004788166,1.9991413948500656,0.9966239309601078,0.01954606311350546,0.9983095362498262,0.017882345913026957,0.0008577644068153666,829.3175698031799,0.985429465396294,0.007285267301853027,3.977975012822444,28.17919635034153,112.69359097551911,7.050597694047131,0.2555062467943889,3.1915726752122486,117.17203251549759,0.13433792356022112,0.24280511636169835,8.577188967954674,0.22222092910318986,0.8671510889025635,0.060988389153346444,4.142857142857143,0.5918367346938775,0.20408163265306123,1.8571428571428572,1306288.2857142857,5225149.714285715,326572.9285714286,0.7857142857142857,2.7142857142857144,0.3877551020408163,0.607143517116198,0.6071454970362203,0.6071430221361923,1.66449777920046,0.0020207852193995382,1061404.693877551,3.9541081564535867,302.7811778290993,0.087407961267061,28.636484007061746,3452.0207852193994,0.0017291014406178495,3.9948036951501154,456.59122401847577,1826.3545034642032,114.15040415704388,0.2512990762124711,0.0043370427689779995,0.013450942438498606,0.002058567851597848,0.9164608088763834,0.27349912584762964,0.0021110385773751425,4.718390030845573e-06,0.2115820142767045
sub-strokecase0059,0.7811848486229047,0.4656108855457232,6.762409226132004,14.523735239149456,18.788294228055936,14.317821063276353,13.92838827718412,18.81488772222678,674.0416666666666,11.345721914234113,0.7097755041881322,523.7864750891522,0.7770832294083979,689.0,3.3650982459940213,5.851265988074722,14656.321298453364,-3.203426503814917e-16,1.5093171340258738,1.970479785651522,6.518351606592129,0.7832604583821244,4.520573160064804,4.43972016776637,2.477948054620592,4.040403551971537,0.6119183151167152,4.61214420451187,0.10528256450044808,14656.321298453364,1.0,0.8362924677141391,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,-3.2034265038149176e-16,0.0,171.46153846153845,1.0,0.0,1.0,25.413246672683336,25.413246672683336,25.413246672683336,1.0,2.8395636913093982,28.319066482950873,0.15809571430415345,0.24885564363067988,5.577067851962638,0.2192624822885736,0.2192624822885736,0.2192624822885736,1.0,1.0,0.0,1.0,474721.0,474721.0,474721.0,1.0,1.0,1.0,2.106500449737846e-06,2.106500449737846e-06,2.106500449737846e-06,-3.203426503814917e-16,0.001451378809869376,0.0,3.8393838896977774,71.71988388969521,0.10409271972379566,30.580029111836218,689.0,0.0,1.0,452.0507982583454,452.0507982583454,452.0507982583454,1.0,0.003171138463892551,0.003171138463892551,0.003171138463892551,0.0,1000000.0,0.0,0.0,0.0
sub-strokecase0060,0.6047148373002087,0.3200171865039833,23.70225035009842,74.06555444422482,55.94640292279746,78.60025445251433,82.28000972289685,89.97777503361594,39772.958333333336,44.78853970528915,0.4836323217657413,11650.93386451152,0.29293606391725163,39883.0,3.4256342172117282,7.848516301643853,1420664.5883193933,0.0036590040470383875,2.5068475844271623,2.8863892239590676,14.806471987795108,1.4134390589206007,5.7104726514428865,5.787450591939955,-0.36873947429587584,15.175211462090983,1.0247022203082767,5.968316811653039,-0.03435323916058346,1420664.5883193933,0.9994485386693119,3.0113076613831535,3.9994203800359025,0.0005914063306635255,-0.00042493354681675106,0.0003418131981298649,0.0002585521278241867,0.11411724237152102,0.0002585521278241867,0.0034477522092163193,0.0002584830217256468,0.9998707239360881,0.9998707239360881,0.9999482895744352,0.9999138159573919,-0.08585281715305933,0.011232216981779085,0.0002585521278241867,1.9998498853666047,0.9994413343152974,0.004020154646724882,0.9997206093026925,0.0037616025189010156,0.0001500913314885129,3808.2880075805856,0.9944478570232297,0.0027760714883850526,3.991647264212124,205.62732371344947,822.498184259636,51.40960857690281,0.2520881839469692,4.526623347932476,218.66757106599457,0.05485662725576278,0.09599810214107031,74.81074633864117,0.11521997986168257,0.45302671472906464,0.030768296144837056,2.6,0.52,0.24,2.2,313662537.0,1254650122.2,78415640.7,0.7,1.4,0.28,0.052447167846441226,0.05245533805243156,0.05244512529494363,1.9219280948873614,0.00012536669759045208,250036389.44000003,2.286764505787745,17344.63638643031,0.434887956934792,17.979492416089318,39861.00606774817,0.00027573066534408925,3.999172579795903,618.4279266855552,2473.7045608404583,154.60876814682948,0.25020685505102425,0.0019877933681104946,0.007817971356252123,0.0005302488710750875,1.6878648648127599,0.14817742554287874,0.0003384232034836485,1.1203532331324576e-07,0.1234162295116784
sub-strokecase0061,0.7015593109400233,0.5941454952012684,8.14810199948206,13.713984310731615,14.422205101855956,11.661903789690601,15.652475842498529,15.7797338380595,674.2083333333334,9.621173383279162,0.7718244624803702,481.75732804854124,0.714552615608738,688.0,3.5257111154729506,6.787542710922427,18524.95627060915,-3.203426503814917e-16,2.059629344344911,1.96734449678049,7.604104743739196,1.033053271541565,5.046845343227741,4.91702481153358,2.3262488209149006,5.277855922824296,0.8069063321586688,5.189008434456639,0.18793881835343798,18524.95627060915,1.0,1.4551606144026086,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,-3.2034265038149176e-16,0.0,156.53846153846155,1.0,0.0,1.0,27.749038457101616,27.749038457101616,27.749038457101616,1.0,2.96259370134332,22.652643112433687,0.13852533867589892,0.22752683363148482,5.332216731846078,0.18326568639392649,0.18326568639392649,0.18326568639392649,1.0,1.0,0.0,1.0,473344.0,473344.0,473344.0,1.0,1.0,1.0,2.112628447809627e-06,2.112628447809627e-06,2.112628447809627e-06,-3.203426503814917e-16,0.0014534883720930232,0.0,3.8065667421494056,75.11337209302326,0.1091764129259059,29.46091637371552,688.0,0.0,1.0,474.0087209302326,474.0087209302326,474.0087209302326,1.0,0.0029638465783396817,0.0029638465783396817,0.0029638465783396817,0.0,1000000.0,0.0,0.0,0.0
sub-strokecase0062,0.6804291423517413,0.38760292475622804,45.33520313856635,116.96300580569316,114.72575996697516,124.67958934805648,132.60844618650805,141.9929575718458,198032.54166666666,79.58503772724954,0.2905704453200636,56544.50326009583,0.2855313716837153,197775.0,3.2477419995274692,7.048325296130176,5535784.820826379,-3.203426503814917e-16,2.034093433477784,4.366056781341668,20.444429990972566,1.1911585519554448,5.073934270876075,4.963437160502609,0.2914292387547769,20.15300075221779,0.8403594080057539,5.290587526332998,0.5501771172100686,5535784.820826379,1.0,2.2455073886195756,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,-3.2034265038149176e-16,0.0,18371.384615384617,1.0,0.0,1.0,228.47773955058906,228.47773955058906,228.47773955058906,1.0,4.772426958274335,898.5723635105435,0.04705955282225141,0.09289032797565219,93.9852689347023,0.10458033824091897,0.10458033824091897,0.10458033824091897,5.0,1.0,0.0,1.0,7797387023.8,7797387023.8,7797387023.8,1.0,1.0,0.2,0.005636953319322442,0.005636953319322442,0.005636953319322442,2.321928094887361,2.528125395019593e-05,6232788998.8,2.4581877004931476,75552.02670206042,0.38200999470135466,15.701821843064131,197775.0,0.0,1.0,620.1167437744912,620.1167437744912,620.1167437744912,1.0,0.00189153564088235,0.00189153564088235,0.00189153564088235,0.0,1000000.0,0.0,0.0,0.0
sub-strokecase0063,0.1876231970401744,0.12150845723260457,13.82482269162749,113.7766292692082,25.238858928247925,29.206163733020468,91.21403400793103,91.21951545584969,5966.75,21.347134931943526,0.5840098778671828,2724.0965293807076,0.4565461146152776,6013.0,3.360154672809887,7.359747260058592,180572.5157906903,-3.203426503814917e-16,2.138067666361235,2.4896281776382803,9.555725185525679,1.2230226557351787,5.273731460853905,5.176787792413715,1.052481742074886,8.503243443450794,0.8881427437972028,5.479995760259435,0.20700036691534215,180572.5157906903,1.0,2.218110011261119,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,-3.2034265038149176e-16,0.0,888.4615384615385,1.0,0.0,1.0,71.86876874978628,71.86876874978628,71.86876874978628,1.0,3.807582860546152,73.76385372574643,0.07944867391978666,0.14775678337960063,19.00113145160182,0.14054451012506933,0.14054451012506933,0.14054451012506933,2.0,1.0,0.0,1.0,11546514.5,11546514.5,11546514.5,1.0,1.0,0.5,2.706548002670522e-07,2.706548002670522e-07,2.706548002670522e-07,0.9999999999999993,0.0003326126725428239,2507472.25,3.0513057128921797,1515.9958423415933,0.2521197143425234,24.32550738436918,6013.0,0.0,1.0,560.6334608348578,560.6334608348578,560.6334608348578,1.0,0.002318752519958196,0.002318752519958196,0.002318752519958196,0.0,1000000.0,0.0,0.0,0.0
sub-strokecase0064,0.15011283326279293,0.10952257514446033,6.17884268156045,56.41615596976745,35.17101079013795,31.144823004794873,10.295630140987,37.656340767525464,314.0833333333333,8.468789014417421,0.6518157074702683,342.8119060949332,1.0914679949958075,330.0,3.085269009547445,7.3643952999685,8632.229174647451,-3.203426503814917e-16,1.9177509065216474,3.492486039767232,10.118576412664414,1.2853642499149887,4.844072360451766,4.459820537307575,1.8149609042512638,8.30361550841315,0.85830659411063,5.1145156394525175,0.9275626930331122,8632.229174647451,1.0,2.693233192911657,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,-3.2034265038149176e-16,0.0,112.07692307692308,1.0,0.0,1.0,12.165700471304612,12.165700471304612,12.165700471304612,1.0,2.366171943439904,24.857091706418696,0.2129173648455483,0.3396270396270396,2.1735538535790666,0.281260994156802,0.281260994156802,0.281260994156802,2.0,1.0,0.0,1.0,31849.0,31849.0,31849.0,1.0,1.0,0.5,6.235057892450864e-05,6.235057892450864e-05,6.235057892450864e-05,0.9999999999999993,0.006060606060606061,4624.0,4.197218296116558,19.13939393939394,0.05799816345270891,28.843930211202938,330.0,0.0,1.0,358.9818181818182,358.9818181818182,358.9818181818182,1.0,0.004081261894145442,0.004081261894145442,0.004081261894145442,0.0,1000000.0,0.0,0.0,0.0
sub-strokecase0065,0.6956495051311469,0.3697831141940684,22.952770523543304,62.07089951516094,95.524865872714,69.28924880528002,92.72000862812729,113.05308487608819,26973.875,43.17959053076685,0.4592659093787475,9470.701354949053,0.35110644484520864,27071.0,3.8767462009585567,9.033035831468773,1163801.19214555,0.011748864872822134,3.0903437859399796,2.8190659401827247,14.094612406527895,1.6884659961711097,6.2286978421214965,5.9228566816442845,-0.5593728373974196,14.653985243925316,1.248149404797547,6.556729233645647,0.32125867899164806,1163801.19214555,0.9979335052920579,4.194021434894444,3.9982022744092895,0.004330370150252982,-0.0024370430020552265,0.0014912445716080852,0.000542773462423403,0.4631218769125135,0.000542773462423403,0.006610660139285649,0.0005424348394435098,0.9997286132687884,0.9997286132687884,0.9998914453075152,0.9998190755125254,-0.35608836410535,0.06393273336303121,0.000542773462423403,1.9994912203801674,0.998440556143541,0.010306682069981147,0.9992198336489554,0.009763908607558066,0.0005085045085078721,3040.0934441825593,0.9854110333620093,0.007294483318995259,3.977952676429629,140.812851569628,563.2056341785567,35.2146559173958,0.2555118308925928,4.344431642781028,201.97940109607973,0.062299006736327746,0.11393117244397213,50.00712300403979,0.1358683776833998,0.5255938319992411,0.038437014104439476,5.545454545454546,0.5041322314049587,0.24793388429752064,2.3636363636363638,66155206.63636363,264620730.54545453,16538825.659090908,0.6590909090909091,1.7272727272727273,0.15702479338842976,0.29530279830185635,0.31483913933537144,0.29041871304347755,2.8453509366224337,0.0004063388866314506,60098685.63636364,2.6893388751678406,9184.393299102361,0.3392705588675099,20.37990252760019,27015.057921761294,0.001033247353971143,3.996897048502087,598.195227365077,2392.6188910642386,149.58931144028665,0.2507757378744782,0.002238519186497894,0.008464180023141777,0.0006821039773369232,2.4355114759045393,0.10280734626741057,0.0007186237195266871,9.318141883559297e-07,0.08192202512514318
sub-strokecase0066,0.8280945154348145,0.5342192174018292,33.88292623556623,63.42513547220477,66.40783086353596,72.91776189653656,65.76473218982953,75.49172140042907,71466.0,52.522006825242876,0.6371168001698782,13071.679289325157,0.18290766643334114,71571.0,5.179897681757016,9.929673291402601,4732039.65354395,-3.203426503814917e-16,1.9922494777870057,3.601965504552014,15.258447642008568,1.3863849589695951,7.922478555951025,8.185514539886498,0.11680359022476978,15.141644051783798,0.8845132592461972,8.13121875324355,-0.647253144223608,4732039.65354395,1.0,3.3510519435957575,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,-3.2034265038149176e-16,0.0,4237.538461538462,1.0,0.0,1.0,477.3721508933744,477.3721508933744,477.3721508933744,1.0,5.1068152288496735,144.8586363682169,0.03299989155410394,0.05920747874891312,148.75726089027722,0.08650881205810051,0.08650881205810051,0.08650881205810051,1.0,1.0,0.0,1.0,5122408041.0,5122408041.0,5122408041.0,1.0,1.0,1.0,1.9522068370890253e-10,1.9522068370890253e-10,1.9522068370890253e-10,-3.203426503814917e-16,1.3972139553729862e-05,0.0,1.7010130982018685,42140.21923684174,0.5887890240019245,12.008155221463348,71571.0,0.0,1.0,660.2505903228962,660.2505903228962,660.2505903228962,1.0,0.0017163857424169727,0.0017163857424169727,0.0017163857424169727,0.0,1000000.0,0.0,0.0,0.0
sub-strokecase0067,0.6655556481888804,0.4687378941641296,5.352585966594627,11.41914497043076,11.40175425099138,11.045361017187261,9.848857801796104,13.892443989449804,292.25,7.600076432557839,0.7700831256372893,276.55585918421804,0.9462989193643047,302.0,3.526155451704552,6.670215237453982,8010.18798717195,-3.203426503814917e-16,1.696454203452861,2.1960101681163677,7.528131090137943,0.9669950497065802,5.019668258212334,4.912086320104524,2.7284434272750566,4.799687662862886,0.7184405623373078,5.150126336511205,0.16895052757791315,8010.18798717195,1.0,1.3267318595218611,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,-3.2034265038149176e-16,0.0,90.15384615384616,1.0,0.0,1.0,16.295193454185707,16.295193454185707,16.295193454185707,1.0,2.4428057904042886,19.46873113919563,0.2059431909926603,0.2985226693835965,2.8507969598097023,0.23956286674151278,0.23956286674151278,0.23956286674151278,1.0,1.0,0.0,1.0,91204.0,91204.0,91204.0,1.0,1.0,1.0,1.0964431384588396e-05,1.0964431384588396e-05,1.0964431384588396e-05,-3.203426503814917e-16,0.0033112582781456954,0.0,4.106078080943496,20.14569536423841,0.0667076005438358,29.90342528836455,302.0,0.0,1.0,400.0198675496689,400.0198675496689,400.0198675496689,1.0,0.0036176355723785926,0.0036176355723785926,0.0036176355723785926,0.0,1000000.0,0.0,0.0,0.0
